articleid	title	url	googletime	publishtime	newsoutletid
2077	Unlike Royals, Mets Are Slow to Put Heroes on a Pedestal	http://www.nytimes.com/2015/10/28/sports/baseball/mets-unlike-royals-have-yet-to-join-baseballs-bronze-age.html	2015-10-28 00:00:00	2015-10-28 00:00:00	51
2174	Longtime Royal Alex Gordon Is Finally Making Memories to Celebrate	http://www.nytimes.com/2015/10/28/sports/baseball/longtime-royal-alex-gordon-is-finally-making-memories-to-celebrate.html	2015-10-28 00:00:00	2015-10-28 00:00:00	51
2354	Juan Uribe Is Added at Last Minute to the Mets' Roster for the Series	http://www.nytimes.com/2015/10/28/sports/baseball/juan-uribe-is-added-at-last-minute-to-the-mets-roster-for-the-series.html	2015-10-28 00:00:00	2015-10-28 00:00:00	51
2437	Streaks Like Daniel Murphy's Aren't Necessarily Random	http://www.nytimes.com/2015/10/27/upshot/trust-your-eyes-a-hot-streak-is-not-a-myth.html	2015-10-28 00:00:00	2015-10-28 00:00:00	51
2575	Royals Hustle Back to the World Series, Where the Mets Await	http://www.nytimes.com/2015/10/24/sports/baseball/kansas-city-royals-beat-toronto-blue-jays-alcs.html	2015-10-28 00:00:00	2015-10-28 00:00:00	51
2742	A World Series Crystal Ball With a Spin	http://www.nytimes.com/2015/10/27/sports/baseball/a-world-series-crystal-ball-with-a-spin.html	2015-10-28 00:00:00	2015-10-28 00:00:00	51
2756	Mets and Royals Have Rarely Crossed Paths	http://www.nytimes.com/2015/10/24/sports/the-team-up-next-and-mets-history.html	2015-10-28 00:00:00	2015-10-28 00:00:00	51
2816	Texas Orders Health Clinics to Turn Over Patient Data	http://www.nytimes.com/2015/10/24/us/in-planned-parenthood-fight-texas-searches-records-unrelated-to-abortion.html	2015-10-28 00:00:00	2015-10-28 00:00:00	51
3009	Mets Match the Royals Until Crucial Mistakes Let Victory Slip Away	http://www.nytimes.com/2015/10/28/sports/baseball/mets-match-the-royals-until-crucial-mistakes-let-victory-slip-away.html	2015-10-28 00:00:00	2015-10-28 00:00:00	51
3028	Royals Defeat Mets in 14th Inning to Take Game 1 of World Series	http://www.nytimes.com/2015/10/28/sports/baseball/kansas-city-royals-beat-new-york-mets-world-series.html	2015-10-28 00:00:00	2015-10-28 00:00:00	51
3195	Live Coverage | Bottom 4: Matt Harvey OK After Delay	http://www.nytimes.com/live/world-series-mets-royals-game-1/bottom-4-matt-harvey-ok-after-delay/	2015-10-28 00:00:00	2015-10-28 00:00:00	51
3208	Dismal Twitter Forecast and Flat User Growth Send Its Stock Lower	http://www.nytimes.com/2015/10/28/technology/twitter-q3-earnings.html	2015-10-28 00:00:00	2015-10-28 00:00:00	51
3326	Bottom 11: Curtis Granderson Makes Sensational Catch	http://www.nytimes.com/live/world-series-mets-royals-game-1/bottom-11-curtis-granderson-makes-sensational-catch/	2015-10-28 00:00:00	2015-10-28 00:00:00	51
3383	Top 6: Cespedes Shows Off His Wheels	http://www.nytimes.com/live/world-series-mets-royals-game-1/top-6-sacrifice-fly-makes-it-3-1-mets/	2015-10-28 00:00:00	2015-10-28 00:00:00	51
3394	Walgreens to Buy Rite Aid for $9.4 Billion	http://www.nytimes.com/2015/10/28/business/dealbook/walgreens-rite-aid-deal.html	2015-10-28 00:00:00	2015-10-28 00:00:00	51
3414	Live Coverage | Edinson Volquez Pitched Without Knowledge of Father's Death	http://www.nytimes.com/live/world-series-mets-royals-game-1/edinson-volquez-pitched-without-knowledge-of-fathers-death/	2015-10-28 00:00:00	2015-10-28 00:00:00	51
3457	Deeply Divided Republican Electorate Drifts Toward Ben Carson, Poll Shows	http://www.nytimes.com/2015/10/28/us/politics/deeply-divided-republican-electorate-drifts-toward-ben-carson-poll-shows.html	2015-10-28 00:00:00	2015-10-28 00:00:00	51
3527	News of Father's Death Is Withheld From Royals Starter Edinson Volquez	http://www.nytimes.com/2015/10/28/sports/baseball/news-of-fathers-death-is-withheld-from-royals-starter-edinson-volquez.html	2015-10-28 00:00:00	2015-10-28 00:00:00	51
3697	Technical Difficulties at Fox	http://www.nytimes.com/live/world-series-mets-royals-game-1/technical-difficulties-at-fox/	2015-10-28 00:00:00	2015-10-28 00:00:00	51
3730	Cloudy, With a Chance of Homers	http://www.nytimes.com/live/world-series-mets-royals-game-1/gimme-shelter/	2015-10-28 00:00:00	2015-10-28 00:00:00	51
3755	John Kasich Says He's 'Had It' With Rivals Peddling 'Crazy' Ideas	http://www.nytimes.com/politics/first-draft/2015/10/27/john-kasich-says-hes-had-it-with-rivals-peddling-crazy-ideas/	2015-10-28 00:00:00	2015-10-28 00:00:00	51
3799	Donald Trump Expresses Skepticism About His Drooping Poll Numbers	http://www.nytimes.com/politics/first-draft/2015/10/27/donald-trump-expresses-skepticism-about-his-drooping-poll-numbers/	2015-10-28 00:00:00	2015-10-28 00:00:00	51
4046	Why the Annual Mammogram Matters	http://www.nytimes.com/2015/10/29/opinion/why-the-annual-mammogram-matters.html	2015-10-28 00:00:00	2015-10-28 00:00:00	51
4176	Could Have, Should Have, Didn't: An Epitaph for Game 1	http://www.nytimes.com/2015/10/29/sports/baseball/new-york-mets-kansas-city-royals-world-series-game-1-powell.html	2015-10-28 00:00:00	2015-10-28 00:00:00	51
4183	Turkey Confirms Strikes Against Kurdish Militias in Syria	http://www.nytimes.com/2015/10/28/world/europe/turkey-syria-kurdish-militias.html	2015-10-28 00:00:00	2015-10-28 00:00:00	51
4439	Violence in Syria Spurs a Huge Surge in Civilian Flight	http://www.nytimes.com/2015/10/27/world/middleeast/syria-russian-air-strike-refugees.html	2015-10-28 00:00:00	2015-10-28 00:00:00	51
4616	Your Wednesday Briefing: Dennis Hastert, Volkswagen, Kansas City Royals	http://www.nytimes.com/2015/10/28/nytnow/latest-news-dennis-hastert-walgreens-kansas-city-royals.html	2015-10-28 00:00:00	2015-10-28 00:00:00	51
4708	Review: 'Sylvia,' in Which a Man Loves a Dog Too Much	http://www.nytimes.com/2015/10/28/theater/review-sylvia-in-which-a-man-loves-a-dog-too-much.html	2015-10-28 00:00:00	2015-10-28 00:00:00	51
4711	Netanyahu Quiets Deputy Who Said She Dreamed of Israeli Flag Over Jerusalem ...	http://www.nytimes.com/2015/10/28/world/middleeast/netanyahu-quiets-deputy-who-said-she-dreamed-of-israeli-flag-over-jerusalem-holy-site.html	2015-10-28 00:00:00	2015-10-28 00:00:00	51
4875	Meat as a Cause of Cancer	http://www.nytimes.com/2015/10/28/opinion/meat-as-a-cause-of-cancer.html	2015-10-28 00:00:00	2015-10-28 00:00:00	51
4975	Final: Royals Beat Mets, 5-4	http://www.nytimes.com/live/world-series-mets-royals-game-1/final-royals-beat-mets-5-4/	2015-10-28 00:00:00	2015-10-28 00:00:00	51
5093	After Decade of Losing, Royals Fans Learning How to Have Fun	http://www.nytimes.com/aponline/2015/10/28/sports/baseball/ap-bbo-royals-seasoned-fans.html	2015-10-28 00:00:00	2015-10-28 00:00:00	51
5129	A Humbler Donald Trump Pleads With Iowans: 'I'm Not Leaving'	http://www.nytimes.com/politics/first-draft/2015/10/28/a-humbler-donald-trump-pleads-with-iowans-im-not-leaving/	2015-10-28 00:00:00	2015-10-28 00:00:00	51
5149	Iran Accepts Invitation to Join US and Russia in Talks on Syria's Future	http://www.nytimes.com/2015/10/29/world/middleeast/syria-talks-vienna-iran.html	2015-10-28 00:00:00	2015-10-28 00:00:00	51
5162	Your Tuesday Evening Briefing: Federal Budget, World Series, Donald Trump	http://www.nytimes.com/2015/10/27/nytnow/your-tuesday-evening-briefing-federal-budget-world-series-donald-trump.html	2015-10-28 00:00:00	2015-10-28 00:00:00	51
5328	Iran Is Invited to Join US, Russia and Europe for Talks on Syria's Future	http://www.nytimes.com/2015/10/28/world/middleeast/iran-is-invited-to-join-us-russia-and-europe-for-talks-on-syrias-future.html	2015-10-28 00:00:00	2015-10-28 00:00:00	51
5402	The Military Escalation in Iraq and Syria	http://www.nytimes.com/2015/10/28/opinion/the-military-escalation-in-iraq-and-syria.html	2015-10-28 00:00:00	2015-10-28 00:00:00	51
5415	The Dueling Narratives of the Israeli-Palestinian Conflict	http://www.nytimes.com/2015/10/28/world/middleeast/the-dueling-narratives-of-the-israeli-palestinian-conflict.html	2015-10-28 00:00:00	2015-10-28 00:00:00	51
5509	Telling Mideast Negotiators, 'Have a Nice Life'	http://www.nytimes.com/2015/10/28/opinion/telling-mideast-negotiators-have-a-nice-life.html	2015-10-28 00:00:00	2015-10-28 00:00:00	51
6077	Saudis Deny Coalition Airstrikes on Yemen Hospital	http://www.nytimes.com/aponline/2015/10/28/world/middleeast/ap-un-united-nations-yemen-attack.html	2015-10-28 00:00:00	2015-10-28 00:00:00	51
6661	The New Apple TV Invigorates the Set-Top Box	http://www.nytimes.com/2015/10/29/technology/personaltech/the-new-apple-tv-invigorates-the-set-top-box.html	2015-10-28 00:00:00	2015-10-28 00:00:00	51
6680	For Walgreens CEO Stefano Pessina, Rite Aid Deal Is Latest Merger, Maybe Not Last	http://www.nytimes.com/2015/10/29/business/dealbook/for-walgreens-ceo-stefano-pessina-rite-aid-deal-is-latest-merger-maybe-not-last.html	2015-10-28 00:00:00	2015-10-28 00:00:00	51
6808	Democrats Will Stay on House Benghazi Committee, at Least for Now	http://www.nytimes.com/2015/10/24/us/democrats-will-stay-on-house-benghazi-committee-at-least-for-now.html	2015-10-28 00:00:00	2015-10-28 00:00:00	51
6894	Jeb Bush Calls for Curtailing Costs of Social Security and Medicare	http://www.nytimes.com/politics/first-draft/2015/10/27/jeb-bush-calls-for-curtailing-costs-of-social-security-and-medicare/	2015-10-28 00:00:00	2015-10-28 00:00:00	51
6913	Agreement Is Seen as Short-Term Relief for Medicare and Social Security	http://www.nytimes.com/2015/10/28/us/agreement-is-seen-as-short-term-relief-for-medicare-and-social-security.html	2015-10-28 00:00:00	2015-10-28 00:00:00	51
6988	Hillary Clinton Wins Again	http://www.nytimes.com/2015/10/26/opinion/hillary-clinton-wins-again.html	2015-10-28 00:00:00	2015-10-28 00:00:00	51
7095	With Christie Sidelined, New Jersey Republicans Feel Swagger Fade in '15 Races	http://www.nytimes.com/2015/10/27/nyregion/with-christie-sidelined-new-jersey-republicans-feel-swagger-fade-in-15-races.html	2015-10-28 00:00:00	2015-10-28 00:00:00	51
7169	Republican Debate on Economic Issues: Live Updates	http://www.nytimes.com/live/republican-debate-cnbc-boulder/	2015-10-28 00:00:00	2015-10-28 00:00:00	51
7250	Parties Moving in Opposite Directions After Pivotal Week	http://www.nytimes.com/aponline/2015/10/23/us/politics/ap-us-campaign-2016-pivotal-week.html	2015-10-28 00:00:00	2015-10-28 00:00:00	51
7278	Florida Newspaper Calls on Marco Rubio to Resign for Missing Senate Votes	http://www.nytimes.com/politics/first-draft/2015/10/28/florida-newspaper-calls-on-marco-rubio-to-resign-for-missing-senate-votes/	2015-10-28 00:00:00	2015-10-28 00:00:00	51
7413	NFL's Forays to London Muddle Its Stance on Sports Betting	http://www.nytimes.com/2015/10/29/sports/football/nfls-forays-into-london-muddle-its-stance-on-sports-betting.html	2015-10-28 00:00:00	2015-10-28 00:00:00	51
7727	VW Says Newer Motor May Also Have Had Trick Software	http://www.nytimes.com/aponline/2015/10/22/world/ap-volkswagen.html	2015-10-28 00:00:00	2015-10-28 00:00:00	51
7763	The Republican Party's Strategy to Ignore Poverty	http://www.nytimes.com/2015/10/28/business/economy/a-strategy-to-ignore-poverty.html	2015-10-28 00:00:00	2015-10-28 00:00:00	51
8053	Volkswagen Investigating if Diesel Emissions Deception Was More Extensive	http://www.nytimes.com/2015/10/23/business/international/volkswagen-diesel-investigation.html	2015-10-28 00:00:00	2015-10-28 00:00:00	51
8104	Europe's Plans to Test Cars' Emissions Is Criticized	http://www.nytimes.com/2015/10/29/business/europes-plans-to-test-cars-emissions-is-criticized.html	2015-10-28 00:00:00	2015-10-28 00:00:00	51
8105	European Leaders Look Again for a Unified Response to Migrant Crisis	http://www.nytimes.com/2015/10/26/world/europe/merkel-and-east-european-leaders-discuss-migrant-crisis-in-brussels.html	2015-10-28 00:00:00	2015-10-28 00:00:00	51
8202	The Latest: Austrian Chancellor Avoids Word 'Fence'	http://www.nytimes.com/aponline/2015/10/28/world/europe/ap-eu-europe-migrants-the-latest.html	2015-10-28 00:00:00	2015-10-28 00:00:00	51
8379	Austria and Slovenia Trade Threats as Tensions Over Migrants Grow	http://www.nytimes.com/2015/10/29/world/europe/austria-fence-refugees-migrants.html	2015-10-29 00:00:00	2015-10-29 00:00:00	51
8561	Paul Ryan May Have to Set More Modest Goals Now That He's Speaker	http://www.nytimes.com/2015/10/30/us/politics/house-speaker-paul-ryan.html	2015-10-29 00:00:00	2015-10-29 00:00:00	51
9079	What to Look for in the Republican Debate	http://www.nytimes.com/2015/10/29/us/politics/what-to-look-for-in-the-republican-presidential-debate.html	2015-10-29 00:00:00	2015-10-29 00:00:00	51
9125	After Debate Showdown, Jeb Bush and Marco Rubio Are on a Collision Course	http://www.nytimes.com/2015/10/30/us/politics/jeb-bush-marco-rubio-presidential-race.html	2015-10-29 00:00:00	2015-10-29 00:00:00	51
9168	Paul Ryan Is Elected House Speaker, Hoping to Manage Chaos	http://www.nytimes.com/2015/10/30/us/politics/paul-ryan-set-to-take-over-as-speaker-hoping-to-manage-the-chaos.html	2015-10-29 00:00:00	2015-10-29 00:00:00	51
9183	Poll Suggests Ohio Is Up for Grabs in 2016	http://www.nytimes.com/politics/first-draft/2015/10/27/poll-suggests-ohio-is-up-for-grabs-in-2016/	2015-10-29 00:00:00	2015-10-29 00:00:00	51
9430	Happy Birthday, Hillary Clinton	http://www.nytimes.com/2015/10/24/opinion/happy-birthday-hillary-clinton.html	2015-10-29 00:00:00	2015-10-29 00:00:00	51
9470	Verbatim: Jeb Bush on Marco Rubio ? 'We Need to Focus on Who Can Lead'	http://www.nytimes.com/politics/first-draft/2015/10/29/verbatim-jeb-bush-on-marco-rubio-we-need-to-focus-on-who-can-lead/	2015-10-29 00:00:00	2015-10-29 00:00:00	51
10054	Republican Debate Draws 14 Million as Viewership Declines	http://www.nytimes.com/politics/first-draft/2015/10/29/republican-debate-draws-14-million-as-viewership-declines/	2015-10-29 00:00:00	2015-10-29 00:00:00	51
10149	Debate Devolved Into GOP vs. CNBC, and the Network Lost	http://www.nytimes.com/2015/10/30/arts/television/debate-devolved-into-gop-vs-cnbc-and-the-network-lost.html	2015-10-29 00:00:00	2015-10-29 00:00:00	51
10165	China to End One-Child Policy, Allowing Families Two Children	http://www.nytimes.com/2015/10/30/world/asia/china-end-one-child-policy.html	2015-10-29 00:00:00	2015-10-29 00:00:00	51
10179	China Ranks Last of 65 Nations in Internet Freedom	http://www.nytimes.com/2015/10/30/world/asia/freedom-house-report-china-internet-freedom.html	2015-10-29 00:00:00	2015-10-29 00:00:00	51
10273	French Bristle at Jeb Bush's 'French Workweek' Jab	http://www.nytimes.com/2015/10/30/world/europe/france-anger-jeb-bush-french-work-ethic.html	2015-10-29 00:00:00	2015-10-29 00:00:00	51
10296	Ending of One-Child Policy Sets Off Clamor on Chinese Social Media	http://www.nytimes.com/2015/10/30/world/asia/china-ends-one-child-policy-weibo-wechat.html	2015-10-29 00:00:00	2015-10-29 00:00:00	51
10346	Ted Cruz Sticks to Script, Ignoring Rivals and Aiming to Engage Viewers	http://www.nytimes.com/2015/10/30/us/politics/ted-cruz-sticks-to-script-ignoring-rivals-and-aiming-to-engage-viewers.html	2015-10-29 00:00:00	2015-10-29 00:00:00	51
10440	North Korea Is Accused of Abusing Workers	http://www.nytimes.com/2015/10/29/world/asia/north-korea-is-accused-of-abusing-workers.html	2015-10-29 00:00:00	2015-10-29 00:00:00	51
10656	Jeb Bush's Mayday	http://www.nytimes.com/2015/10/30/opinion/jeb-bushs-mayday.html	2015-10-29 00:00:00	2015-10-29 00:00:00	51
10663	Iran's Role in the Syrian Crisis	http://www.nytimes.com/2015/10/29/opinion/irans-role-in-the-syrian-crisis.html	2015-10-29 00:00:00	2015-10-29 00:00:00	51
10859	Fact-Checking Republicans on Tax Plans	http://www.nytimes.com/2015/10/30/upshot/fact-checking-republicans-on-tax-plans.html	2015-10-29 00:00:00	2015-10-29 00:00:00	51
10924	Your Thursday Briefing: Republican Party, Kansas City Royals	http://www.nytimes.com/2015/10/29/nytnow/latest-news-republican-party-kansas-city-royals.html	2015-10-29 00:00:00	2015-10-29 00:00:00	51
10939	Republican Tensions at CNBC Boil Over During and After Debate	http://www.nytimes.com/politics/first-draft/2015/10/29/republican-tensions-at-cnbc-boil-over-during-and-after-debate/	2015-10-29 00:00:00	2015-10-29 00:00:00	51
11030	China's One-Child Policy	http://www.nytimes.com/interactive/2015/10/29/world/asia/china-one-child-policy-timeline.html	2015-10-29 00:00:00	2015-10-29 00:00:00	51
11040	Syria Denounces Saudi Criticism of Iran on Peace Talks	http://www.nytimes.com/2015/10/30/world/middleeast/syria-saudi-arabia-iran-peace-talks.html	2015-10-29 00:00:00	2015-10-29 00:00:00	51
11500	The Empire Strikes Back	http://www.nytimes.com/2015/10/25/opinion/sunday/the-empire-strikes-back.html	2015-10-29 00:00:00	2015-10-29 00:00:00	51
11545	Live Coverage | Rand Paul Exaggerates Effects of Raising Age of Eligibility ...	http://www.nytimes.com/live/republican-debate-cnbc-boulder/fact-check-rand-paul-exaggerates-the-effects-of-raising-medicare-eligibility/	2015-10-29 00:00:00	2015-10-29 00:00:00	51
11595	Ben Carson, Beating All Comers	http://www.nytimes.com/2015/10/29/upshot/ben-carson-beating-all-comers.html	2015-10-29 00:00:00	2015-10-29 00:00:00	51
11637	Grilling Clinton About Benghazi	http://www.nytimes.com/2015/10/24/opinion/grilling-clinton-about-benghazi.html	2015-10-29 00:00:00	2015-10-29 00:00:00	51
11730	Your Thursday Evening Briefing: Republican Party, Paul Ryan, China	http://www.nytimes.com/2015/10/29/nytnow/your-thursday-evening-briefing-china-republicans-world-series.html	2015-10-30 00:00:00	2015-10-30 00:00:00	51
11752	Your Friday Evening Briefing: Syria, Roman Polanski, World Series	http://www.nytimes.com/2015/10/30/nytnow/your-friday-evening-briefing-syria-roman-polanski-world-series.html	2015-10-30 00:00:00	2015-10-30 00:00:00	51
11776	Your Friday Briefing: Syria, China, Breast Cancer	http://www.nytimes.com/2015/10/30/nytnow/latest-news-syria-china-breast-cancer.html	2015-10-30 00:00:00	2015-10-30 00:00:00	51
11785	Trying in Vain to Put a Positive Spin on Valeant's Troubles	http://www.nytimes.com/2015/10/31/business/dealbook/trying-in-vain-to-put-a-positive-spin-on-valeants-troubles.html	2015-10-30 00:00:00	2015-10-30 00:00:00	51
11836	Keycorp Courts First Niagara in the Latest Bank Deal	http://www.nytimes.com/2015/10/30/business/keycorp-courts-first-niagara-in-the-latest-bank-deal.html	2015-10-30 00:00:00	2015-10-30 00:00:00	51
11917	Speaking Up for Valeant, Ackman Emphasizes the Long Term	http://www.nytimes.com/2015/10/31/business/dealbook/speaking-up-for-valeant-william-ackman-emphasizes-the-long-term.html	2015-10-30 00:00:00	2015-10-30 00:00:00	51
11999	Patriots Crush the Dolphins to Reach 7-0	http://www.nytimes.com/2015/10/30/sports/football/patriots-crush-the-dolphins-to-reach-7-0.html	2015-10-30 00:00:00	2015-10-30 00:00:00	51
12001	Jeb Bush Campaign Still Optimistic on Iowa Despite Reports of Trouble	http://www.nytimes.com/politics/first-draft/2015/10/30/jeb-bush-campaign-still-optimistic-on-iowa-despite-reports-of-trouble/	2015-10-30 00:00:00	2015-10-30 00:00:00	51
12038	Express Scripts and CVS Health Cut Ties With a Pharmacy Linked to Valeant	http://www.nytimes.com/2015/10/30/business/express-scripts-and-cvs-health-cut-ties-with-a-pharmacy-linked-to-valeant.html	2015-10-30 00:00:00	2015-10-30 00:00:00	51
12154	White House Seeks to Keep Some Clinton Emails Secret	http://www.nytimes.com/2015/10/31/us/politics/white-house-seeks-to-keep-some-clinton-emails-secret.html	2015-10-30 00:00:00	2015-10-30 00:00:00	51
12188	Modest Loss for the Market as Month Comes to an End	http://www.nytimes.com/2015/10/31/business/daily-stock-market-activity.html	2015-10-30 00:00:00	2015-10-30 00:00:00	51
12204	One Team for Patriots to Chase: Themselves, From 2007	http://www.nytimes.com/2015/10/31/sports/football/one-team-for-patriots-to-chase-themselves-from-2007.html	2015-10-30 00:00:00	2015-10-30 00:00:00	51
12303	Obama Sends Special Operations Forces to Help Fight ISIS in Syria	http://www.nytimes.com/2015/10/31/world/obama-will-send-forces-to-syria-to-help-fight-the-islamic-state.html	2015-10-30 00:00:00	2015-10-30 00:00:00	51
12308	As GOP Debates, Clinton Calls the Match-Up 'a Little Scary'	http://www.nytimes.com/aponline/2015/10/28/us/politics/ap-us-dem-2016-clinton.html	2015-10-30 00:00:00	2015-10-30 00:00:00	51
12337	On Senate Floor, Bernie Sanders Calls for Ending the Death Penalty	http://www.nytimes.com/politics/first-draft/2015/10/29/on-senate-floor-bernie-sanders-calls-for-ending-the-death-penalty/	2015-10-30 00:00:00	2015-10-30 00:00:00	51
12385	Bernie Sanders Skirts Criticism of Hillary Clinton on 'The View'	http://www.nytimes.com/politics/first-draft/2015/10/26/bernie-sanders-skirts-criticism-of-hillary-clinton-on-the-view/	2015-10-30 00:00:00	2015-10-30 00:00:00	51
12509	GOP Drops Debate on NBC Citing 'Gotcha'	http://www.nytimes.com/politics/first-draft/2015/10/30/republicans-suspend-cooperation-with-nbc-in-furor-over-debate/	2015-10-30 00:00:00	2015-10-30 00:00:00	51
12554	A Budget Deal to Live By, for Now	http://www.nytimes.com/2015/10/28/opinion/a-budget-deal-to-live-by-for-now.html	2015-10-30 00:00:00	2015-10-30 00:00:00	51
12600	Dems Decry Obama Decision to Deploy Special Ops to Syria	http://www.nytimes.com/aponline/2015/10/30/us/politics/ap-us-united-states-syria-congress.html	2015-10-30 00:00:00	2015-10-30 00:00:00	51
12621	Senate Passes Budget Bill and Sends It to Obama	http://www.nytimes.com/2015/10/31/us/politics/senate-clears-way-for-final-passage-of-budget-bill.html	2015-10-30 00:00:00	2015-10-30 00:00:00	51
12713	The Equal Rights Fight Over Houston's Bathrooms	http://www.nytimes.com/2015/10/28/opinion/the-equal-rights-fight-over-houstons-bathrooms.html	2015-10-30 00:00:00	2015-10-30 00:00:00	51
12980	Hillary Clinton Takes Jab at Bernie Sanders's 'Shouting' Remark	http://www.nytimes.com/politics/first-draft/2015/10/25/hillary-clinton-takes-jab-at-bernie-sanderss-shouting-remark/	2015-10-31 00:00:00	2015-10-31 00:00:00	51
12989	Hillary Clinton Comes Out Against Abolishing the Death Penalty	http://www.nytimes.com/politics/first-draft/2015/10/28/hillary-clinton-comes-out-against-abolishing-the-death-penalty/	2015-10-31 00:00:00	2015-10-31 00:00:00	51
12992	Syrian Government Attacks Rebel-Held Suburb, Killing 40, Activists Say	http://www.nytimes.com/2015/10/31/world/middleeast/syrian-government-attacks-rebel-held-suburb-killing-40-activists-say.html	2015-10-31 00:00:00	2015-10-31 00:00:00	51
13011	Jeb Bush on Marco Rubio's Senate Attendance	http://www.nytimes.com/interactive/projects/cp/election-2016/third-republican-debate-highlights/jeb-bush-on-marco-rubios-senate-attendance	2015-10-31 00:00:00	2015-10-31 00:00:00	51
13092	Emily's List Official Accuses Bernie Sanders Team of Sexism	http://www.nytimes.com/politics/first-draft/2015/10/29/emilys-list-official-accuses-bernie-sanders-team-of-sexism/	2015-10-31 00:00:00	2015-10-31 00:00:00	51
13104	During Republican Debate, Hillary Clinton to Air Ads Focusing on Women	http://www.nytimes.com/politics/first-draft/2015/10/28/during-republican-debate-hillary-clinton-to-air-ads-focusing-on-women/	2015-10-31 00:00:00	2015-10-31 00:00:00	51
13200	Your Friday Evening Briefing: Hillary Rodham Clinton, Adele, Jeb Bush	http://www.nytimes.com/2015/10/23/nytnow/your-friday-evening-briefing-hillary-rodham-clinton-adele-jeb-bush.html	2015-10-31 00:00:00	2015-10-31 00:00:00	51
13331	Ted Cruz Group Raises $1.1 Million Off His Debate Performance	http://www.nytimes.com/politics/first-draft/2015/10/30/ted-cruz-super-pac-deploys-email-subject-line-in-effort-to-reach-new-donors/	2015-10-31 00:00:00	2015-10-31 00:00:00	51
13334	Turkey's Erdogan Should Listen to the Voters	http://www.nytimes.com/2015/11/02/opinion/turkeys-erdogan-should-listen-to-the-voters.html	2015-10-31 00:00:00	2015-10-31 00:00:00	51
13490	Why an Iowa Poll Is Unfair to Bernie Sanders	http://www.nytimes.com/2015/10/28/upshot/why-an-iowa-poll-is-unfair-to-bernie-sanders.html	2015-10-31 00:00:00	2015-10-31 00:00:00	51
